country,date,accumulated_confirmed,increase_of_confirmed
Oman,2020-03-06,16,0
Oman,2020-03-07,16,0
Oman,2020-03-08,16,0
Oman,2020-03-09,16,0
Oman,2020-03-10,18,2
Oman,2020-03-11,18,0
Oman,2020-03-12,18,0
Oman,2020-03-13,19,1
Oman,2020-03-14,19,0
Oman,2020-03-15,22,3
Oman,2020-03-16,22,0
Oman,2020-03-17,24,2
Oman,2020-03-18,39,15
Oman,2020-03-19,48,9
Oman,2020-03-20,48,0
Oman,2020-03-21,52,4
Oman,2020-03-22,55,3
Oman,2020-03-23,66,11
Oman,2020-03-24,84,18
Oman,2020-03-25,99,15
Oman,2020-03-26,109,10
Oman,2020-03-27,131,22
Pakistan,2020-03-01,4,0
Pakistan,2020-03-02,4,0
Pakistan,2020-03-03,5,1
Pakistan,2020-03-04,5,0
Pakistan,2020-03-05,5,0
Pakistan,2020-03-06,6,1
Pakistan,2020-03-07,6,0
Pakistan,2020-03-08,6,0
Pakistan,2020-03-09,6,0
Pakistan,2020-03-10,16,10
Pakistan,2020-03-11,19,3
Pakistan,2020-03-12,20,1
Pakistan,2020-03-13,28,8
Pakistan,2020-03-14,31,3
Pakistan,2020-03-15,53,22
Pakistan,2020-03-16,136,83
Pakistan,2020-03-17,236,100
Pakistan,2020-03-18,299,63
Pakistan,2020-03-19,454,155
Pakistan,2020-03-20,501,47
Pakistan,2020-03-21,730,229
Pakistan,2020-03-22,776,46
Pakistan,2020-03-23,875,99
Pakistan,2020-03-24,972,97
Pakistan,2020-03-25,1063,91
Pakistan,2020-03-26,1201,138
Pakistan,2020-03-27,1373,172
Panama,2020-03-01,0,0
Panama,2020-03-02,0,0
Panama,2020-03-03,0,0
Panama,2020-03-04,0,0
Panama,2020-03-05,0,0
Panama,2020-03-06,0,0
Panama,2020-03-07,0,0
Panama,2020-03-08,0,0
Panama,2020-03-09,0,0
Panama,2020-03-10,1,1
Panama,2020-03-11,8,7
Panama,2020-03-12,11,3
Panama,2020-03-13,27,16
Panama,2020-03-14,36,9
Panama,2020-03-15,43,7
Panama,2020-03-16,55,12
Panama,2020-03-17,69,14
Panama,2020-03-18,86,17
Panama,2020-03-19,109,23
Panama,2020-03-20,137,28
Panama,2020-03-21,200,63
Panama,2020-03-22,313,113
Panama,2020-03-23,345,32
Panama,2020-03-24,345,0
Panama,2020-03-25,443,98
Panama,2020-03-26,558,115
Panama,2020-03-27,674,116
Papua New Guinea,2020-03-01,0,0
Papua New Guinea,2020-03-02,0,0
Papua New Guinea,2020-03-03,0,0
Papua New Guinea,2020-03-04,0,0
Papua New Guinea,2020-03-05,0,0
Papua New Guinea,2020-03-06,0,0
Papua New Guinea,2020-03-07,0,0
Papua New Guinea,2020-03-08,0,0
Papua New Guinea,2020-03-09,0,0
Papua New Guinea,2020-03-10,0,0
Papua New Guinea,2020-03-11,0,0
Papua New Guinea,2020-03-12,0,0
Papua New Guinea,2020-03-13,0,0
Papua New Guinea,2020-03-14,0,0
Papua New Guinea,2020-03-15,0,0
Papua New Guinea,2020-03-16,0,0
Papua New Guinea,2020-03-17,0,0
Papua New Guinea,2020-03-18,0,0
Papua New Guinea,2020-03-19,0,0
Papua New Guinea,2020-03-20,1,1
Papua New Guinea,2020-03-21,1,0
Papua New Guinea,2020-03-22,1,0
Papua New Guinea,2020-03-23,1,0
Papua New Guinea,2020-03-24,1,0
Papua New Guinea,2020-03-25,1,0
Papua New Guinea,2020-03-26,1,0
Papua New Guinea,2020-03-27,1,0
Paraguay,2020-03-01,0,0
Paraguay,2020-03-02,0,0
Paraguay,2020-03-03,0,0
Paraguay,2020-03-04,0,0
Paraguay,2020-03-05,0,0
Paraguay,2020-03-06,0,0
Paraguay,2020-03-07,0,0
Paraguay,2020-03-08,1,1
Paraguay,2020-03-09,1,0
Paraguay,2020-03-10,1,0
Paraguay,2020-03-11,5,4
Paraguay,2020-03-12,5,0
Paraguay,2020-03-13,6,1
Paraguay,2020-03-14,6,0
Paraguay,2020-03-15,6,0
Paraguay,2020-03-16,8,2
Paraguay,2020-03-17,9,1
Paraguay,2020-03-18,11,2
Paraguay,2020-03-19,11,0
Paraguay,2020-03-20,13,2
Paraguay,2020-03-21,18,5
Paraguay,2020-03-22,22,4
Paraguay,2020-03-23,22,0
Paraguay,2020-03-24,27,5
Paraguay,2020-03-25,37,10
Paraguay,2020-03-26,41,4
Paraguay,2020-03-27,52,11
Peru,2020-03-01,0,0
Peru,2020-03-02,0,0
Peru,2020-03-03,0,0
Peru,2020-03-04,0,0
Peru,2020-03-05,0,0
Peru,2020-03-06,1,1
Peru,2020-03-07,1,0
Peru,2020-03-08,6,5
Peru,2020-03-09,7,1
Peru,2020-03-10,11,4
Peru,2020-03-11,11,0
Peru,2020-03-12,15,4
Peru,2020-03-13,28,13
Peru,2020-03-14,38,10
Peru,2020-03-15,43,5
Peru,2020-03-16,86,43
Peru,2020-03-17,117,31
Peru,2020-03-18,145,28
Peru,2020-03-19,234,89
Peru,2020-03-20,234,0
Peru,2020-03-21,318,84
Peru,2020-03-22,363,45
Peru,2020-03-23,395,32
Peru,2020-03-24,416,21
Peru,2020-03-25,480,64
Peru,2020-03-26,580,100
Peru,2020-03-27,635,55
Philippines,2020-03-01,3,0
Philippines,2020-03-02,3,0
Philippines,2020-03-03,3,0
Philippines,2020-03-04,3,0
Philippines,2020-03-05,3,0
Philippines,2020-03-06,5,2
Philippines,2020-03-07,6,1
Philippines,2020-03-08,10,4
Philippines,2020-03-09,20,10
Philippines,2020-03-10,33,13
Philippines,2020-03-11,49,16
Philippines,2020-03-12,52,3
Philippines,2020-03-13,64,12
Philippines,2020-03-14,111,47
Philippines,2020-03-15,140,29
Philippines,2020-03-16,142,2
Philippines,2020-03-17,187,45
Philippines,2020-03-18,202,15
Philippines,2020-03-19,217,15
Philippines,2020-03-20,230,13
Philippines,2020-03-21,307,77
Philippines,2020-03-22,380,73
Philippines,2020-03-23,462,82
Philippines,2020-03-24,552,90
Philippines,2020-03-25,636,84
Philippines,2020-03-26,707,71
Philippines,2020-03-27,803,96
Poland,2020-03-01,0,0
Poland,2020-03-02,0,0
Poland,2020-03-03,0,0
Poland,2020-03-04,1,1
Poland,2020-03-05,1,0
Poland,2020-03-06,5,4
Poland,2020-03-07,5,0
Poland,2020-03-08,11,6
Poland,2020-03-09,16,5
Poland,2020-03-10,22,6
Poland,2020-03-11,31,9
Poland,2020-03-12,49,18
Poland,2020-03-13,68,19
Poland,2020-03-14,103,35
Poland,2020-03-15,119,16
Poland,2020-03-16,177,58
Poland,2020-03-17,238,61
Poland,2020-03-18,251,13
Poland,2020-03-19,355,104
Poland,2020-03-20,425,70
Poland,2020-03-21,536,111
Poland,2020-03-22,634,98
Poland,2020-03-23,749,115
Poland,2020-03-24,901,152
Poland,2020-03-25,1051,150
Poland,2020-03-26,1221,170
Poland,2020-03-27,1389,168
Portugal,2020-03-01,0,0
Portugal,2020-03-02,2,2
Portugal,2020-03-03,2,0
Portugal,2020-03-04,5,3
Portugal,2020-03-05,8,3
Portugal,2020-03-06,13,5
Portugal,2020-03-07,20,7
Portugal,2020-03-08,30,10
Portugal,2020-03-09,30,0
Portugal,2020-03-10,41,11
Portugal,2020-03-11,59,18
Portugal,2020-03-12,59,0
Portugal,2020-03-13,112,53
Portugal,2020-03-14,169,57
Portugal,2020-03-15,245,76
Portugal,2020-03-16,331,86
Portugal,2020-03-17,448,117
Portugal,2020-03-18,448,0
Portugal,2020-03-19,785,337
Portugal,2020-03-20,1020,235
Portugal,2020-03-21,1280,260
Portugal,2020-03-22,1600,320
Portugal,2020-03-23,2060,460
Portugal,2020-03-24,2362,302
Portugal,2020-03-25,2995,633
Portugal,2020-03-26,3544,549
Portugal,2020-03-27,4268,724
Qatar,2020-03-01,3,0
Qatar,2020-03-02,3,0
Qatar,2020-03-03,7,4
Qatar,2020-03-04,8,1
Qatar,2020-03-05,8,0
Qatar,2020-03-06,8,0
Qatar,2020-03-07,8,0
Qatar,2020-03-08,15,7
Qatar,2020-03-09,18,3
Qatar,2020-03-10,24,6
Qatar,2020-03-11,262,238
Qatar,2020-03-12,262,0
Qatar,2020-03-13,320,58
Qatar,2020-03-14,337,17
Qatar,2020-03-15,401,64
Qatar,2020-03-16,439,38
Qatar,2020-03-17,439,0
Qatar,2020-03-18,452,13
Qatar,2020-03-19,460,8
Qatar,2020-03-20,470,10
Qatar,2020-03-21,481,11
Qatar,2020-03-22,494,13
Qatar,2020-03-23,501,7
Qatar,2020-03-24,526,25
Qatar,2020-03-25,537,11
Qatar,2020-03-26,549,12
Qatar,2020-03-27,562,13
Romania,2020-03-01,3,0
Romania,2020-03-02,3,0
Romania,2020-03-03,3,0
Romania,2020-03-04,4,1
Romania,2020-03-05,6,2
Romania,2020-03-06,9,3
Romania,2020-03-07,9,0
Romania,2020-03-08,15,6
Romania,2020-03-09,15,0
Romania,2020-03-10,25,10
Romania,2020-03-11,45,20
Romania,2020-03-12,49,4
Romania,2020-03-13,89,40
Romania,2020-03-14,123,34
Romania,2020-03-15,131,8
Romania,2020-03-16,158,27
Romania,2020-03-17,184,26
Romania,2020-03-18,260,76
Romania,2020-03-19,277,17
Romania,2020-03-20,308,31
Romania,2020-03-21,367,59
Romania,2020-03-22,433,66
Romania,2020-03-23,576,143
Romania,2020-03-24,794,218
Romania,2020-03-25,906,112
Romania,2020-03-26,1029,123
Romania,2020-03-27,1292,263
Russia,2020-03-01,2,0
Russia,2020-03-02,3,1
Russia,2020-03-03,3,0
Russia,2020-03-04,3,0
Russia,2020-03-05,4,1
Russia,2020-03-06,13,9
Russia,2020-03-07,13,0
Russia,2020-03-08,17,4
Russia,2020-03-09,17,0
Russia,2020-03-10,20,3
Russia,2020-03-11,20,0
Russia,2020-03-12,28,8
Russia,2020-03-13,45,17
Russia,2020-03-14,59,14
Russia,2020-03-15,63,4
Russia,2020-03-16,90,27
Russia,2020-03-17,114,24
Russia,2020-03-18,147,33
Russia,2020-03-19,199,52
Russia,2020-03-20,253,54
Russia,2020-03-21,306,53
Russia,2020-03-22,367,61
Russia,2020-03-23,438,71
Russia,2020-03-24,495,57
Russia,2020-03-25,658,163
Russia,2020-03-26,840,182
Russia,2020-03-27,1036,196
Rwanda,2020-03-01,0,0
Rwanda,2020-03-02,0,0
Rwanda,2020-03-03,0,0
Rwanda,2020-03-04,0,0
Rwanda,2020-03-05,0,0
Rwanda,2020-03-06,0,0
Rwanda,2020-03-07,0,0
Rwanda,2020-03-08,0,0
Rwanda,2020-03-09,0,0
Rwanda,2020-03-10,0,0
Rwanda,2020-03-11,0,0
Rwanda,2020-03-12,0,0
Rwanda,2020-03-13,0,0
Rwanda,2020-03-14,1,1
Rwanda,2020-03-15,1,0
Rwanda,2020-03-16,5,4
Rwanda,2020-03-17,7,2
Rwanda,2020-03-18,8,1
Rwanda,2020-03-19,8,0
Rwanda,2020-03-20,17,9
Rwanda,2020-03-21,17,0
Rwanda,2020-03-22,19,2
Rwanda,2020-03-23,36,17
Rwanda,2020-03-24,40,4
Rwanda,2020-03-25,41,1
Rwanda,2020-03-26,50,9
Rwanda,2020-03-27,54,4
Saint Kitts and Nevis,2020-03-01,0,0
Saint Kitts and Nevis,2020-03-02,0,0
Saint Kitts and Nevis,2020-03-03,0,0
Saint Kitts and Nevis,2020-03-04,0,0
Saint Kitts and Nevis,2020-03-05,0,0
Saint Kitts and Nevis,2020-03-06,0,0
Saint Kitts and Nevis,2020-03-07,0,0
Saint Kitts and Nevis,2020-03-08,0,0
Saint Kitts and Nevis,2020-03-09,0,0
Saint Kitts and Nevis,2020-03-10,0,0
Saint Kitts and Nevis,2020-03-11,0,0
Saint Kitts and Nevis,2020-03-12,0,0
Saint Kitts and Nevis,2020-03-13,0,0
Saint Kitts and Nevis,2020-03-14,0,0
Saint Kitts and Nevis,2020-03-15,0,0
Saint Kitts and Nevis,2020-03-16,0,0
Saint Kitts and Nevis,2020-03-17,0,0
Saint Kitts and Nevis,2020-03-18,0,0
Saint Kitts and Nevis,2020-03-19,0,0
Saint Kitts and Nevis,2020-03-20,0,0
Saint Kitts and Nevis,2020-03-21,0,0
Saint Kitts and Nevis,2020-03-22,0,0
Saint Kitts and Nevis,2020-03-23,0,0
Saint Kitts and Nevis,2020-03-24,0,0
Saint Kitts and Nevis,2020-03-25,2,2
Saint Kitts and Nevis,2020-03-26,2,0
Saint Kitts and Nevis,2020-03-27,2,0
Saint Lucia,2020-03-01,0,0
Saint Lucia,2020-03-02,0,0
Saint Lucia,2020-03-03,0,0
Saint Lucia,2020-03-04,0,0
Saint Lucia,2020-03-05,0,0
Saint Lucia,2020-03-06,0,0
Saint Lucia,2020-03-07,0,0
Saint Lucia,2020-03-08,0,0
Saint Lucia,2020-03-09,0,0
Saint Lucia,2020-03-10,0,0
Saint Lucia,2020-03-11,0,0
Saint Lucia,2020-03-12,0,0
Saint Lucia,2020-03-13,0,0
Saint Lucia,2020-03-14,1,1
Saint Lucia,2020-03-15,2,1
Saint Lucia,2020-03-16,2,0
Saint Lucia,2020-03-17,2,0
Saint Lucia,2020-03-18,2,0
Saint Lucia,2020-03-19,2,0
Saint Lucia,2020-03-20,2,0
Saint Lucia,2020-03-21,2,0
Saint Lucia,2020-03-22,2,0
Saint Lucia,2020-03-23,3,1
Saint Lucia,2020-03-24,3,0
Saint Lucia,2020-03-25,3,0
Saint Lucia,2020-03-26,3,0
Saint Lucia,2020-03-27,3,0
Saint Vincent and the Grenadines,2020-03-01,0,0
Saint Vincent and the Grenadines,2020-03-02,0,0
Saint Vincent and the Grenadines,2020-03-03,0,0
Saint Vincent and the Grenadines,2020-03-04,0,0
Saint Vincent and the Grenadines,2020-03-05,0,0
Saint Vincent and the Grenadines,2020-03-06,0,0
Saint Vincent and the Grenadines,2020-03-07,0,0
Saint Vincent and the Grenadines,2020-03-08,0,0
Saint Vincent and the Grenadines,2020-03-09,0,0
Saint Vincent and the Grenadines,2020-03-10,0,0
Saint Vincent and the Grenadines,2020-03-11,0,0
Saint Vincent and the Grenadines,2020-03-12,0,0
Saint Vincent and the Grenadines,2020-03-13,0,0
Saint Vincent and the Grenadines,2020-03-14,1,1
Saint Vincent and the Grenadines,2020-03-15,1,0
Saint Vincent and the Grenadines,2020-03-16,1,0
Saint Vincent and the Grenadines,2020-03-17,1,0
Saint Vincent and the Grenadines,2020-03-18,1,0
Saint Vincent and the Grenadines,2020-03-19,1,0
Saint Vincent and the Grenadines,2020-03-20,1,0
Saint Vincent and the Grenadines,2020-03-21,1,0
Saint Vincent and the Grenadines,2020-03-22,1,0
Saint Vincent and the Grenadines,2020-03-23,1,0
Saint Vincent and the Grenadines,2020-03-24,1,0
Saint Vincent and the Grenadines,2020-03-25,1,0
Saint Vincent and the Grenadines,2020-03-26,1,0
Saint Vincent and the Grenadines,2020-03-27,1,0
San Marino,2020-03-01,1,0
San Marino,2020-03-02,8,7
San Marino,2020-03-03,10,2
San Marino,2020-03-04,16,6
San Marino,2020-03-05,21,5
San Marino,2020-03-06,21,0
San Marino,2020-03-07,23,2
San Marino,2020-03-08,36,13
San Marino,2020-03-09,36,0
San Marino,2020-03-10,51,15
San Marino,2020-03-11,62,11
San Marino,2020-03-12,69,7
San Marino,2020-03-13,80,11
San Marino,2020-03-14,80,0
San Marino,2020-03-15,101,21
San Marino,2020-03-16,109,8
San Marino,2020-03-17,109,0
San Marino,2020-03-18,119,10
San Marino,2020-03-19,119,0
San Marino,2020-03-20,144,25
San Marino,2020-03-21,144,0
San Marino,2020-03-22,175,31
San Marino,2020-03-23,187,12
San Marino,2020-03-24,187,0
San Marino,2020-03-25,208,21
San Marino,2020-03-26,208,0
San Marino,2020-03-27,223,15
Saudi Arabia,2020-03-01,0,0
Saudi Arabia,2020-03-02,1,1
Saudi Arabia,2020-03-03,1,0
Saudi Arabia,2020-03-04,1,0
Saudi Arabia,2020-03-05,5,4
Saudi Arabia,2020-03-06,5,0
Saudi Arabia,2020-03-07,5,0
Saudi Arabia,2020-03-08,11,6
Saudi Arabia,2020-03-09,15,4
Saudi Arabia,2020-03-10,20,5
Saudi Arabia,2020-03-11,21,1
Saudi Arabia,2020-03-12,45,24
Saudi Arabia,2020-03-13,86,41
Saudi Arabia,2020-03-14,103,17
Saudi Arabia,2020-03-15,103,0
Saudi Arabia,2020-03-16,118,15
Saudi Arabia,2020-03-17,171,53
Saudi Arabia,2020-03-18,171,0
Saudi Arabia,2020-03-19,274,103
Saudi Arabia,2020-03-20,344,70
Saudi Arabia,2020-03-21,392,48
Saudi Arabia,2020-03-22,511,119
Saudi Arabia,2020-03-23,562,51
Saudi Arabia,2020-03-24,767,205
Saudi Arabia,2020-03-25,900,133
Saudi Arabia,2020-03-26,1012,112
Saudi Arabia,2020-03-27,1104,92
Senegal,2020-03-01,0,0
Senegal,2020-03-02,1,1
Senegal,2020-03-03,2,1
Senegal,2020-03-04,4,2
Senegal,2020-03-05,4,0
Senegal,2020-03-06,4,0
Senegal,2020-03-07,4,0
Senegal,2020-03-08,4,0
Senegal,2020-03-09,4,0
Senegal,2020-03-10,4,0
Senegal,2020-03-11,4,0
Senegal,2020-03-12,4,0
Senegal,2020-03-13,10,6
Senegal,2020-03-14,10,0
Senegal,2020-03-15,24,14
Senegal,2020-03-16,24,0
Senegal,2020-03-17,26,2
Senegal,2020-03-18,31,5
Senegal,2020-03-19,31,0
Senegal,2020-03-20,38,7
Senegal,2020-03-21,47,9
Senegal,2020-03-22,67,20
Senegal,2020-03-23,79,12
Senegal,2020-03-24,86,7
Senegal,2020-03-25,99,13
Senegal,2020-03-26,105,6
Senegal,2020-03-27,119,14
Serbia,2020-03-01,0,0
Serbia,2020-03-02,0,0
Serbia,2020-03-03,0,0
Serbia,2020-03-04,0,0
Serbia,2020-03-05,0,0
Serbia,2020-03-06,1,1
Serbia,2020-03-07,1,0
Serbia,2020-03-08,1,0
Serbia,2020-03-09,1,0
Serbia,2020-03-10,5,4
Serbia,2020-03-11,12,7
Serbia,2020-03-12,19,7
Serbia,2020-03-13,35,16
Serbia,2020-03-14,46,11
Serbia,2020-03-15,48,2
Serbia,2020-03-16,55,7
Serbia,2020-03-17,65,10
Serbia,2020-03-18,83,18
Serbia,2020-03-19,103,20
Serbia,2020-03-20,135,32
Serbia,2020-03-21,171,36
Serbia,2020-03-22,222,51
Serbia,2020-03-23,249,27
Serbia,2020-03-24,303,54
Serbia,2020-03-25,384,81
Serbia,2020-03-26,384,0
Serbia,2020-03-27,457,73
Seychelles,2020-03-01,0,0
Seychelles,2020-03-02,0,0
Seychelles,2020-03-03,0,0
Seychelles,2020-03-04,0,0
Seychelles,2020-03-05,0,0
Seychelles,2020-03-06,0,0
Seychelles,2020-03-07,0,0
Seychelles,2020-03-08,0,0
Seychelles,2020-03-09,0,0
Seychelles,2020-03-10,0,0
Seychelles,2020-03-11,0,0
Seychelles,2020-03-12,0,0
Seychelles,2020-03-13,0,0
Seychelles,2020-03-14,2,2
Seychelles,2020-03-15,2,0
Seychelles,2020-03-16,3,1
Seychelles,2020-03-17,4,1
Seychelles,2020-03-18,4,0
Seychelles,2020-03-19,6,2
Seychelles,2020-03-20,7,1
Seychelles,2020-03-21,7,0
Seychelles,2020-03-22,7,0
Seychelles,2020-03-23,7,0
Seychelles,2020-03-24,7,0
Seychelles,2020-03-25,7,0
Seychelles,2020-03-26,7,0
Seychelles,2020-03-27,7,0
Singapore,2020-03-01,106,0
Singapore,2020-03-02,108,2
Singapore,2020-03-03,110,2
Singapore,2020-03-04,110,0
Singapore,2020-03-05,117,7
Singapore,2020-03-06,130,13
Singapore,2020-03-07,138,8
Singapore,2020-03-08,150,12
Singapore,2020-03-09,150,0
Singapore,2020-03-10,160,10
Singapore,2020-03-11,178,18
Singapore,2020-03-12,178,0
Singapore,2020-03-13,200,22
Singapore,2020-03-14,212,12
Singapore,2020-03-15,226,14
Singapore,2020-03-16,243,17
Singapore,2020-03-17,266,23
Singapore,2020-03-18,313,47
Singapore,2020-03-19,345,32
Singapore,2020-03-20,385,40
Singapore,2020-03-21,432,47
Singapore,2020-03-22,455,23
Singapore,2020-03-23,509,54
Singapore,2020-03-24,558,49
Singapore,2020-03-25,631,73
Singapore,2020-03-26,683,52
Singapore,2020-03-27,732,49
Slovakia,2020-03-01,0,0
Slovakia,2020-03-02,0,0
Slovakia,2020-03-03,0,0
Slovakia,2020-03-04,0,0
Slovakia,2020-03-05,0,0
Slovakia,2020-03-06,1,1
Slovakia,2020-03-07,1,0
Slovakia,2020-03-08,3,2
Slovakia,2020-03-09,3,0
Slovakia,2020-03-10,7,4
Slovakia,2020-03-11,10,3
Slovakia,2020-03-12,16,6
Slovakia,2020-03-13,32,16
Slovakia,2020-03-14,44,12
Slovakia,2020-03-15,54,10
Slovakia,2020-03-16,63,9
Slovakia,2020-03-17,72,9
Slovakia,2020-03-18,105,33
Slovakia,2020-03-19,123,18
Slovakia,2020-03-20,137,14
Slovakia,2020-03-21,178,41
Slovakia,2020-03-22,185,7
Slovakia,2020-03-23,186,1
Slovakia,2020-03-24,204,18
Slovakia,2020-03-25,216,12
Slovakia,2020-03-26,226,10
Slovakia,2020-03-27,269,43
Slovenia,2020-03-01,0,0
Slovenia,2020-03-02,0,0
Slovenia,2020-03-03,0,0
Slovenia,2020-03-04,0,0
Slovenia,2020-03-05,2,2
Slovenia,2020-03-06,7,5
Slovenia,2020-03-07,7,0
Slovenia,2020-03-08,16,9
Slovenia,2020-03-09,16,0
Slovenia,2020-03-10,31,15
Slovenia,2020-03-11,57,26
Slovenia,2020-03-12,89,32
Slovenia,2020-03-13,141,52
Slovenia,2020-03-14,181,40
Slovenia,2020-03-15,219,38
Slovenia,2020-03-16,253,34
Slovenia,2020-03-17,275,22
Slovenia,2020-03-18,275,0
Slovenia,2020-03-19,286,11
Slovenia,2020-03-20,341,55
Slovenia,2020-03-21,383,42
Slovenia,2020-03-22,414,31
Slovenia,2020-03-23,442,28
Slovenia,2020-03-24,480,38
Slovenia,2020-03-25,528,48
Slovenia,2020-03-26,562,34
Slovenia,2020-03-27,632,70
Somalia,2020-03-01,0,0
Somalia,2020-03-02,0,0
Somalia,2020-03-03,0,0
Somalia,2020-03-04,0,0
Somalia,2020-03-05,0,0
Somalia,2020-03-06,0,0
Somalia,2020-03-07,0,0
Somalia,2020-03-08,0,0
Somalia,2020-03-09,0,0
Somalia,2020-03-10,0,0
Somalia,2020-03-11,0,0
Somalia,2020-03-12,0,0
Somalia,2020-03-13,0,0
Somalia,2020-03-14,0,0
Somalia,2020-03-15,0,0
Somalia,2020-03-16,1,1
Somalia,2020-03-17,1,0
Somalia,2020-03-18,1,0
Somalia,2020-03-19,1,0
Somalia,2020-03-20,1,0
Somalia,2020-03-21,1,0
Somalia,2020-03-22,1,0
Somalia,2020-03-23,1,0
Somalia,2020-03-24,1,0
Somalia,2020-03-25,1,0
Somalia,2020-03-26,2,1
Somalia,2020-03-27,3,1
South Africa,2020-03-01,0,0
South Africa,2020-03-02,0,0
South Africa,2020-03-03,0,0
South Africa,2020-03-04,0,0
South Africa,2020-03-05,1,1
South Africa,2020-03-06,1,0
South Africa,2020-03-07,1,0
South Africa,2020-03-08,3,2
South Africa,2020-03-09,3,0
South Africa,2020-03-10,7,4
South Africa,2020-03-11,13,6
South Africa,2020-03-12,17,4
South Africa,2020-03-13,24,7
South Africa,2020-03-14,38,14
South Africa,2020-03-15,51,13
South Africa,2020-03-16,62,11
South Africa,2020-03-17,62,0
South Africa,2020-03-18,116,54
South Africa,2020-03-19,150,34
South Africa,2020-03-20,202,52
South Africa,2020-03-21,240,38
South Africa,2020-03-22,274,34
South Africa,2020-03-23,402,128
South Africa,2020-03-24,554,152
South Africa,2020-03-25,709,155
South Africa,2020-03-26,927,218
South Africa,2020-03-27,1170,243
Spain,2020-03-01,84,0
Spain,2020-03-02,120,36
Spain,2020-03-03,165,45
Spain,2020-03-04,222,57
Spain,2020-03-05,259,37
Spain,2020-03-06,400,141
Spain,2020-03-07,500,100
Spain,2020-03-08,673,173
Spain,2020-03-09,1073,400
Spain,2020-03-10,1695,622
Spain,2020-03-11,2277,582
Spain,2020-03-12,2277,0
Spain,2020-03-13,5232,2955
Spain,2020-03-14,6391,1159
Spain,2020-03-15,7798,1407
Spain,2020-03-16,9942,2144
Spain,2020-03-17,11748,1806
Spain,2020-03-18,13910,2162
Spain,2020-03-19,17963,4053
Spain,2020-03-20,20410,2447
Spain,2020-03-21,25374,4964
Spain,2020-03-22,28768,3394
Spain,2020-03-23,35136,6368
Spain,2020-03-24,39885,4749
Spain,2020-03-25,49515,9630
Spain,2020-03-26,57786,8271
Spain,2020-03-27,65719,7933
Sri Lanka,2020-03-01,1,0
Sri Lanka,2020-03-02,1,0
Sri Lanka,2020-03-03,1,0
Sri Lanka,2020-03-04,1,0
Sri Lanka,2020-03-05,1,0
Sri Lanka,2020-03-06,1,0
Sri Lanka,2020-03-07,1,0
Sri Lanka,2020-03-08,1,0
Sri Lanka,2020-03-09,1,0
Sri Lanka,2020-03-10,1,0
Sri Lanka,2020-03-11,2,1
Sri Lanka,2020-03-12,2,0
Sri Lanka,2020-03-13,6,4
Sri Lanka,2020-03-14,10,4
Sri Lanka,2020-03-15,18,8
Sri Lanka,2020-03-16,28,10
Sri Lanka,2020-03-17,44,16
Sri Lanka,2020-03-18,51,7
Sri Lanka,2020-03-19,60,9
Sri Lanka,2020-03-20,73,13
Sri Lanka,2020-03-21,77,4
Sri Lanka,2020-03-22,82,5
Sri Lanka,2020-03-23,97,15
Sri Lanka,2020-03-24,102,5
Sri Lanka,2020-03-25,102,0
Sri Lanka,2020-03-26,106,4
Sri Lanka,2020-03-27,106,0
Sudan,2020-03-01,0,0
Sudan,2020-03-02,0,0
Sudan,2020-03-03,0,0
Sudan,2020-03-04,0,0
Sudan,2020-03-05,0,0
Sudan,2020-03-06,0,0
Sudan,2020-03-07,0,0
Sudan,2020-03-08,0,0
Sudan,2020-03-09,0,0
Sudan,2020-03-10,0,0
Sudan,2020-03-11,0,0
Sudan,2020-03-12,0,0
Sudan,2020-03-13,1,1
Sudan,2020-03-14,1,0
Sudan,2020-03-15,1,0
Sudan,2020-03-16,1,0
Sudan,2020-03-17,1,0
Sudan,2020-03-18,2,1
Sudan,2020-03-19,2,0
Sudan,2020-03-20,2,0
Sudan,2020-03-21,2,0
Sudan,2020-03-22,2,0
Sudan,2020-03-23,2,0
Sudan,2020-03-24,3,1
Sudan,2020-03-25,3,0
Sudan,2020-03-26,3,0
Sudan,2020-03-27,3,0
Suriname,2020-03-01,0,0
Suriname,2020-03-02,0,0
Suriname,2020-03-03,0,0
Suriname,2020-03-04,0,0
Suriname,2020-03-05,0,0
Suriname,2020-03-06,0,0
Suriname,2020-03-07,0,0
Suriname,2020-03-08,0,0
Suriname,2020-03-09,0,0
Suriname,2020-03-10,0,0
Suriname,2020-03-11,0,0
Suriname,2020-03-12,0,0
Suriname,2020-03-13,0,0
Suriname,2020-03-14,1,1
Suriname,2020-03-15,1,0
Suriname,2020-03-16,1,0
Suriname,2020-03-17,1,0
Suriname,2020-03-18,1,0
Suriname,2020-03-19,1,0
Suriname,2020-03-20,4,3
Suriname,2020-03-21,4,0
Suriname,2020-03-22,5,1
Suriname,2020-03-23,5,0
Suriname,2020-03-24,7,2
Suriname,2020-03-25,8,1
Suriname,2020-03-26,8,0
Suriname,2020-03-27,8,0
Sweden,2020-03-01,14,0
Sweden,2020-03-02,15,1
Sweden,2020-03-03,21,6
Sweden,2020-03-04,35,14
Sweden,2020-03-05,94,59
Sweden,2020-03-06,101,7
Sweden,2020-03-07,161,60
Sweden,2020-03-08,203,42
Sweden,2020-03-09,248,45
Sweden,2020-03-10,355,107
Sweden,2020-03-11,500,145
Sweden,2020-03-12,599,99
