country,date,accumulated_recovered,increase_of_recovered
Oman,2020-03-22,17,5
Oman,2020-03-23,17,0
Oman,2020-03-24,17,0
Oman,2020-03-25,17,0
Oman,2020-03-26,23,6
Oman,2020-03-27,23,0
Pakistan,2020-03-01,0,0
Pakistan,2020-03-02,0,0
Pakistan,2020-03-03,0,0
Pakistan,2020-03-04,0,0
Pakistan,2020-03-05,0,0
Pakistan,2020-03-06,0,0
Pakistan,2020-03-07,0,0
Pakistan,2020-03-08,1,1
Pakistan,2020-03-09,1,0
Pakistan,2020-03-10,1,0
Pakistan,2020-03-11,2,1
Pakistan,2020-03-12,2,0
Pakistan,2020-03-13,2,0
Pakistan,2020-03-14,2,0
Pakistan,2020-03-15,2,0
Pakistan,2020-03-16,2,0
Pakistan,2020-03-17,2,0
Pakistan,2020-03-18,2,0
Pakistan,2020-03-19,13,11
Pakistan,2020-03-20,13,0
Pakistan,2020-03-21,13,0
Pakistan,2020-03-22,5,-8
Pakistan,2020-03-23,5,0
Pakistan,2020-03-24,18,13
Pakistan,2020-03-25,21,3
Pakistan,2020-03-26,21,0
Pakistan,2020-03-27,23,2
Panama,2020-03-01,0,0
Panama,2020-03-02,0,0
Panama,2020-03-03,0,0
Panama,2020-03-04,0,0
Panama,2020-03-05,0,0
Panama,2020-03-06,0,0
Panama,2020-03-07,0,0
Panama,2020-03-08,0,0
Panama,2020-03-09,0,0
Panama,2020-03-10,0,0
Panama,2020-03-11,0,0
Panama,2020-03-12,0,0
Panama,2020-03-13,0,0
Panama,2020-03-14,0,0
Panama,2020-03-15,0,0
Panama,2020-03-16,0,0
Panama,2020-03-17,0,0
Panama,2020-03-18,0,0
Panama,2020-03-19,0,0
Panama,2020-03-20,0,0
Panama,2020-03-21,0,0
Panama,2020-03-22,0,0
Panama,2020-03-23,0,0
Panama,2020-03-24,1,1
Panama,2020-03-25,1,0
Panama,2020-03-26,2,1
Panama,2020-03-27,2,0
Papua New Guinea,2020-03-01,0,0
Papua New Guinea,2020-03-02,0,0
Papua New Guinea,2020-03-03,0,0
Papua New Guinea,2020-03-04,0,0
Papua New Guinea,2020-03-05,0,0
Papua New Guinea,2020-03-06,0,0
Papua New Guinea,2020-03-07,0,0
Papua New Guinea,2020-03-08,0,0
Papua New Guinea,2020-03-09,0,0
Papua New Guinea,2020-03-10,0,0
Papua New Guinea,2020-03-11,0,0
Papua New Guinea,2020-03-12,0,0
Papua New Guinea,2020-03-13,0,0
Papua New Guinea,2020-03-14,0,0
Papua New Guinea,2020-03-15,0,0
Papua New Guinea,2020-03-16,0,0
Papua New Guinea,2020-03-17,0,0
Papua New Guinea,2020-03-18,0,0
Papua New Guinea,2020-03-19,0,0
Papua New Guinea,2020-03-20,0,0
Papua New Guinea,2020-03-21,0,0
Papua New Guinea,2020-03-22,0,0
Papua New Guinea,2020-03-23,0,0
Papua New Guinea,2020-03-24,0,0
Papua New Guinea,2020-03-25,0,0
Papua New Guinea,2020-03-26,0,0
Papua New Guinea,2020-03-27,0,0
Paraguay,2020-03-01,0,0
Paraguay,2020-03-02,0,0
Paraguay,2020-03-03,0,0
Paraguay,2020-03-04,0,0
Paraguay,2020-03-05,0,0
Paraguay,2020-03-06,0,0
Paraguay,2020-03-07,0,0
Paraguay,2020-03-08,0,0
Paraguay,2020-03-09,0,0
Paraguay,2020-03-10,0,0
Paraguay,2020-03-11,0,0
Paraguay,2020-03-12,0,0
Paraguay,2020-03-13,0,0
Paraguay,2020-03-14,0,0
Paraguay,2020-03-15,0,0
Paraguay,2020-03-16,0,0
Paraguay,2020-03-17,0,0
Paraguay,2020-03-18,0,0
Paraguay,2020-03-19,0,0
Paraguay,2020-03-20,0,0
Paraguay,2020-03-21,0,0
Paraguay,2020-03-22,0,0
Paraguay,2020-03-23,0,0
Paraguay,2020-03-24,0,0
Paraguay,2020-03-25,0,0
Paraguay,2020-03-26,0,0
Paraguay,2020-03-27,1,1
Peru,2020-03-01,0,0
Peru,2020-03-02,0,0
Peru,2020-03-03,0,0
Peru,2020-03-04,0,0
Peru,2020-03-05,0,0
Peru,2020-03-06,0,0
Peru,2020-03-07,0,0
Peru,2020-03-08,0,0
Peru,2020-03-09,0,0
Peru,2020-03-10,0,0
Peru,2020-03-11,0,0
Peru,2020-03-12,0,0
Peru,2020-03-13,0,0
Peru,2020-03-14,0,0
Peru,2020-03-15,0,0
Peru,2020-03-16,0,0
Peru,2020-03-17,1,1
Peru,2020-03-18,1,0
Peru,2020-03-19,1,0
Peru,2020-03-20,1,0
Peru,2020-03-21,1,0
Peru,2020-03-22,1,0
Peru,2020-03-23,1,0
Peru,2020-03-24,1,0
Peru,2020-03-25,1,0
Peru,2020-03-26,14,13
Peru,2020-03-27,16,2
Philippines,2020-03-01,1,0
Philippines,2020-03-02,1,0
Philippines,2020-03-03,1,0
Philippines,2020-03-04,1,0
Philippines,2020-03-05,1,0
Philippines,2020-03-06,1,0
Philippines,2020-03-07,1,0
Philippines,2020-03-08,1,0
Philippines,2020-03-09,1,0
Philippines,2020-03-10,2,1
Philippines,2020-03-11,2,0
Philippines,2020-03-12,2,0
Philippines,2020-03-13,2,0
Philippines,2020-03-14,2,0
Philippines,2020-03-15,2,0
Philippines,2020-03-16,2,0
Philippines,2020-03-17,5,3
Philippines,2020-03-18,5,0
Philippines,2020-03-19,8,3
Philippines,2020-03-20,8,0
Philippines,2020-03-21,13,5
Philippines,2020-03-22,17,4
Philippines,2020-03-23,17,0
Philippines,2020-03-24,20,3
Philippines,2020-03-25,26,6
Philippines,2020-03-26,28,2
Philippines,2020-03-27,31,3
Poland,2020-03-01,0,0
Poland,2020-03-02,0,0
Poland,2020-03-03,0,0
Poland,2020-03-04,0,0
Poland,2020-03-05,0,0
Poland,2020-03-06,0,0
Poland,2020-03-07,0,0
Poland,2020-03-08,0,0
Poland,2020-03-09,0,0
Poland,2020-03-10,0,0
Poland,2020-03-11,0,0
Poland,2020-03-12,0,0
Poland,2020-03-13,0,0
Poland,2020-03-14,0,0
Poland,2020-03-15,0,0
Poland,2020-03-16,13,13
Poland,2020-03-17,13,0
Poland,2020-03-18,13,0
Poland,2020-03-19,1,-12
Poland,2020-03-20,1,0
Poland,2020-03-21,1,0
Poland,2020-03-22,1,0
Poland,2020-03-23,1,0
Poland,2020-03-24,1,0
Poland,2020-03-25,7,6
Poland,2020-03-26,7,0
Poland,2020-03-27,7,0
Portugal,2020-03-01,0,0
Portugal,2020-03-02,0,0
Portugal,2020-03-03,0,0
Portugal,2020-03-04,0,0
Portugal,2020-03-05,0,0
Portugal,2020-03-06,0,0
Portugal,2020-03-07,0,0
Portugal,2020-03-08,0,0
Portugal,2020-03-09,0,0
Portugal,2020-03-10,0,0
Portugal,2020-03-11,0,0
Portugal,2020-03-12,0,0
Portugal,2020-03-13,1,1
Portugal,2020-03-14,2,1
Portugal,2020-03-15,2,0
Portugal,2020-03-16,3,1
Portugal,2020-03-17,3,0
Portugal,2020-03-18,3,0
Portugal,2020-03-19,3,0
Portugal,2020-03-20,5,2
Portugal,2020-03-21,5,0
Portugal,2020-03-22,5,0
Portugal,2020-03-23,5,0
Portugal,2020-03-24,22,17
Portugal,2020-03-25,22,0
Portugal,2020-03-26,43,21
Portugal,2020-03-27,43,0
Qatar,2020-03-01,0,0
Qatar,2020-03-02,0,0
Qatar,2020-03-03,0,0
Qatar,2020-03-04,0,0
Qatar,2020-03-05,0,0
Qatar,2020-03-06,0,0
Qatar,2020-03-07,0,0
Qatar,2020-03-08,0,0
Qatar,2020-03-09,0,0
Qatar,2020-03-10,0,0
Qatar,2020-03-11,0,0
Qatar,2020-03-12,0,0
Qatar,2020-03-13,0,0
Qatar,2020-03-14,4,4
Qatar,2020-03-15,4,0
Qatar,2020-03-16,4,0
Qatar,2020-03-17,4,0
Qatar,2020-03-18,4,0
Qatar,2020-03-19,4,0
Qatar,2020-03-20,10,6
Qatar,2020-03-21,27,17
Qatar,2020-03-22,33,6
Qatar,2020-03-23,33,0
Qatar,2020-03-24,41,8
Qatar,2020-03-25,41,0
Qatar,2020-03-26,43,2
Qatar,2020-03-27,43,0
Romania,2020-03-01,0,0
Romania,2020-03-02,0,0
Romania,2020-03-03,0,0
Romania,2020-03-04,1,1
Romania,2020-03-05,1,0
Romania,2020-03-06,1,0
Romania,2020-03-07,3,2
Romania,2020-03-08,3,0
Romania,2020-03-09,3,0
Romania,2020-03-10,3,0
Romania,2020-03-11,6,3
Romania,2020-03-12,6,0
Romania,2020-03-13,7,1
Romania,2020-03-14,9,2
Romania,2020-03-15,9,0
Romania,2020-03-16,9,0
Romania,2020-03-17,16,7
Romania,2020-03-18,19,3
Romania,2020-03-19,25,6
Romania,2020-03-20,25,0
Romania,2020-03-21,52,27
Romania,2020-03-22,64,12
Romania,2020-03-23,64,0
Romania,2020-03-24,79,15
Romania,2020-03-25,86,7
Romania,2020-03-26,94,8
Romania,2020-03-27,115,21
Russia,2020-03-01,2,0
Russia,2020-03-02,2,0
Russia,2020-03-03,2,0
Russia,2020-03-04,2,0
Russia,2020-03-05,2,0
Russia,2020-03-06,2,0
Russia,2020-03-07,2,0
Russia,2020-03-08,3,1
Russia,2020-03-09,3,0
Russia,2020-03-10,3,0
Russia,2020-03-11,3,0
Russia,2020-03-12,3,0
Russia,2020-03-13,3,0
Russia,2020-03-14,8,5
Russia,2020-03-15,8,0
Russia,2020-03-16,8,0
Russia,2020-03-17,8,0
Russia,2020-03-18,8,0
Russia,2020-03-19,9,1
Russia,2020-03-20,9,0
Russia,2020-03-21,12,3
Russia,2020-03-22,16,4
Russia,2020-03-23,16,0
Russia,2020-03-24,22,6
Russia,2020-03-25,29,7
Russia,2020-03-26,38,9
Russia,2020-03-27,45,7
Rwanda,2020-03-01,0,0
Rwanda,2020-03-02,0,0
Rwanda,2020-03-03,0,0
Rwanda,2020-03-04,0,0
Rwanda,2020-03-05,0,0
Rwanda,2020-03-06,0,0
Rwanda,2020-03-07,0,0
Rwanda,2020-03-08,0,0
Rwanda,2020-03-09,0,0
Rwanda,2020-03-10,0,0
Rwanda,2020-03-11,0,0
Rwanda,2020-03-12,0,0
Rwanda,2020-03-13,0,0
Rwanda,2020-03-14,0,0
Rwanda,2020-03-15,0,0
Rwanda,2020-03-16,0,0
Rwanda,2020-03-17,0,0
Rwanda,2020-03-18,0,0
Rwanda,2020-03-19,0,0
Rwanda,2020-03-20,0,0
Rwanda,2020-03-21,0,0
Rwanda,2020-03-22,0,0
Rwanda,2020-03-23,0,0
Rwanda,2020-03-24,0,0
Rwanda,2020-03-25,0,0
Rwanda,2020-03-26,0,0
Rwanda,2020-03-27,0,0
Saint Kitts and Nevis,2020-03-01,0,0
Saint Kitts and Nevis,2020-03-02,0,0
Saint Kitts and Nevis,2020-03-03,0,0
Saint Kitts and Nevis,2020-03-04,0,0
Saint Kitts and Nevis,2020-03-05,0,0
Saint Kitts and Nevis,2020-03-06,0,0
Saint Kitts and Nevis,2020-03-07,0,0
Saint Kitts and Nevis,2020-03-08,0,0
Saint Kitts and Nevis,2020-03-09,0,0
Saint Kitts and Nevis,2020-03-10,0,0
Saint Kitts and Nevis,2020-03-11,0,0
Saint Kitts and Nevis,2020-03-12,0,0
Saint Kitts and Nevis,2020-03-13,0,0
Saint Kitts and Nevis,2020-03-14,0,0
Saint Kitts and Nevis,2020-03-15,0,0
Saint Kitts and Nevis,2020-03-16,0,0
Saint Kitts and Nevis,2020-03-17,0,0
Saint Kitts and Nevis,2020-03-18,0,0
Saint Kitts and Nevis,2020-03-19,0,0
Saint Kitts and Nevis,2020-03-20,0,0
Saint Kitts and Nevis,2020-03-21,0,0
Saint Kitts and Nevis,2020-03-22,0,0
Saint Kitts and Nevis,2020-03-23,0,0
Saint Kitts and Nevis,2020-03-24,0,0
Saint Kitts and Nevis,2020-03-25,0,0
Saint Kitts and Nevis,2020-03-26,0,0
Saint Kitts and Nevis,2020-03-27,0,0
Saint Lucia,2020-03-01,0,0
Saint Lucia,2020-03-02,0,0
Saint Lucia,2020-03-03,0,0
Saint Lucia,2020-03-04,0,0
Saint Lucia,2020-03-05,0,0
Saint Lucia,2020-03-06,0,0
Saint Lucia,2020-03-07,0,0
Saint Lucia,2020-03-08,0,0
Saint Lucia,2020-03-09,0,0
Saint Lucia,2020-03-10,0,0
Saint Lucia,2020-03-11,0,0
Saint Lucia,2020-03-12,0,0
Saint Lucia,2020-03-13,0,0
Saint Lucia,2020-03-14,0,0
Saint Lucia,2020-03-15,0,0
Saint Lucia,2020-03-16,0,0
Saint Lucia,2020-03-17,0,0
Saint Lucia,2020-03-18,0,0
Saint Lucia,2020-03-19,0,0
Saint Lucia,2020-03-20,0,0
Saint Lucia,2020-03-21,0,0
Saint Lucia,2020-03-22,0,0
Saint Lucia,2020-03-23,0,0
Saint Lucia,2020-03-24,0,0
Saint Lucia,2020-03-25,0,0
Saint Lucia,2020-03-26,0,0
Saint Lucia,2020-03-27,1,1
Saint Vincent and the Grenadines,2020-03-01,0,0
Saint Vincent and the Grenadines,2020-03-02,0,0
Saint Vincent and the Grenadines,2020-03-03,0,0
Saint Vincent and the Grenadines,2020-03-04,0,0
Saint Vincent and the Grenadines,2020-03-05,0,0
Saint Vincent and the Grenadines,2020-03-06,0,0
Saint Vincent and the Grenadines,2020-03-07,0,0
Saint Vincent and the Grenadines,2020-03-08,0,0
Saint Vincent and the Grenadines,2020-03-09,0,0
Saint Vincent and the Grenadines,2020-03-10,0,0
Saint Vincent and the Grenadines,2020-03-11,0,0
Saint Vincent and the Grenadines,2020-03-12,0,0
Saint Vincent and the Grenadines,2020-03-13,0,0
Saint Vincent and the Grenadines,2020-03-14,0,0
Saint Vincent and the Grenadines,2020-03-15,0,0
Saint Vincent and the Grenadines,2020-03-16,0,0
Saint Vincent and the Grenadines,2020-03-17,0,0
Saint Vincent and the Grenadines,2020-03-18,0,0
Saint Vincent and the Grenadines,2020-03-19,0,0
Saint Vincent and the Grenadines,2020-03-20,0,0
Saint Vincent and the Grenadines,2020-03-21,0,0
Saint Vincent and the Grenadines,2020-03-22,0,0
Saint Vincent and the Grenadines,2020-03-23,0,0
Saint Vincent and the Grenadines,2020-03-24,0,0
Saint Vincent and the Grenadines,2020-03-25,0,0
Saint Vincent and the Grenadines,2020-03-26,0,0
Saint Vincent and the Grenadines,2020-03-27,0,0
San Marino,2020-03-01,0,0
San Marino,2020-03-02,0,0
San Marino,2020-03-03,0,0
San Marino,2020-03-04,0,0
San Marino,2020-03-05,0,0
San Marino,2020-03-06,0,0
San Marino,2020-03-07,0,0
San Marino,2020-03-08,0,0
San Marino,2020-03-09,0,0
San Marino,2020-03-10,0,0
San Marino,2020-03-11,0,0
San Marino,2020-03-12,0,0
San Marino,2020-03-13,0,0
San Marino,2020-03-14,4,4
San Marino,2020-03-15,4,0
San Marino,2020-03-16,4,0
San Marino,2020-03-17,4,0
San Marino,2020-03-18,4,0
San Marino,2020-03-19,4,0
San Marino,2020-03-20,4,0
San Marino,2020-03-21,4,0
San Marino,2020-03-22,4,0
San Marino,2020-03-23,4,0
San Marino,2020-03-24,4,0
San Marino,2020-03-25,4,0
San Marino,2020-03-26,4,0
San Marino,2020-03-27,4,0
Saudi Arabia,2020-03-01,0,0
Saudi Arabia,2020-03-02,0,0
Saudi Arabia,2020-03-03,0,0
Saudi Arabia,2020-03-04,0,0
Saudi Arabia,2020-03-05,0,0
Saudi Arabia,2020-03-06,0,0
Saudi Arabia,2020-03-07,0,0
Saudi Arabia,2020-03-08,0,0
Saudi Arabia,2020-03-09,0,0
Saudi Arabia,2020-03-10,1,1
Saudi Arabia,2020-03-11,1,0
Saudi Arabia,2020-03-12,1,0
Saudi Arabia,2020-03-13,1,0
Saudi Arabia,2020-03-14,1,0
Saudi Arabia,2020-03-15,1,0
Saudi Arabia,2020-03-16,2,1
Saudi Arabia,2020-03-17,6,4
Saudi Arabia,2020-03-18,6,0
Saudi Arabia,2020-03-19,6,0
Saudi Arabia,2020-03-20,8,2
Saudi Arabia,2020-03-21,16,8
Saudi Arabia,2020-03-22,16,0
Saudi Arabia,2020-03-23,16,0
Saudi Arabia,2020-03-24,28,12
Saudi Arabia,2020-03-25,29,1
Saudi Arabia,2020-03-26,33,4
Saudi Arabia,2020-03-27,35,2
Senegal,2020-03-01,0,0
Senegal,2020-03-02,0,0
Senegal,2020-03-03,0,0
Senegal,2020-03-04,0,0
Senegal,2020-03-05,0,0
Senegal,2020-03-06,0,0
Senegal,2020-03-07,0,0
Senegal,2020-03-08,1,1
Senegal,2020-03-09,1,0
Senegal,2020-03-10,1,0
Senegal,2020-03-11,1,0
Senegal,2020-03-12,1,0
Senegal,2020-03-13,1,0
Senegal,2020-03-14,1,0
Senegal,2020-03-15,1,0
Senegal,2020-03-16,2,1
Senegal,2020-03-17,2,0
Senegal,2020-03-18,2,0
Senegal,2020-03-19,2,0
Senegal,2020-03-20,2,0
Senegal,2020-03-21,5,3
Senegal,2020-03-22,5,0
Senegal,2020-03-23,5,0
Senegal,2020-03-24,8,3
Senegal,2020-03-25,9,1
Senegal,2020-03-26,9,0
Senegal,2020-03-27,11,2
Serbia,2020-03-01,0,0
Serbia,2020-03-02,0,0
Serbia,2020-03-03,0,0
Serbia,2020-03-04,0,0
Serbia,2020-03-05,0,0
Serbia,2020-03-06,0,0
Serbia,2020-03-07,0,0
Serbia,2020-03-08,0,0
Serbia,2020-03-09,0,0
Serbia,2020-03-10,0,0
Serbia,2020-03-11,0,0
Serbia,2020-03-12,0,0
Serbia,2020-03-13,0,0
Serbia,2020-03-14,0,0
Serbia,2020-03-15,0,0
Serbia,2020-03-16,1,1
Serbia,2020-03-17,1,0
Serbia,2020-03-18,1,0
Serbia,2020-03-19,1,0
Serbia,2020-03-20,1,0
Serbia,2020-03-21,1,0
Serbia,2020-03-22,1,0
Serbia,2020-03-23,1,0
Serbia,2020-03-24,15,14
Serbia,2020-03-25,15,0
Serbia,2020-03-26,0,-15
Serbia,2020-03-27,0,0
Seychelles,2020-03-01,0,0
Seychelles,2020-03-02,0,0
Seychelles,2020-03-03,0,0
Seychelles,2020-03-04,0,0
Seychelles,2020-03-05,0,0
Seychelles,2020-03-06,0,0
Seychelles,2020-03-07,0,0
Seychelles,2020-03-08,0,0
Seychelles,2020-03-09,0,0
Seychelles,2020-03-10,0,0
Seychelles,2020-03-11,0,0
Seychelles,2020-03-12,0,0
Seychelles,2020-03-13,0,0
Seychelles,2020-03-14,0,0
Seychelles,2020-03-15,0,0
Seychelles,2020-03-16,0,0
Seychelles,2020-03-17,0,0
Seychelles,2020-03-18,0,0
Seychelles,2020-03-19,0,0
Seychelles,2020-03-20,0,0
Seychelles,2020-03-21,0,0
Seychelles,2020-03-22,0,0
Seychelles,2020-03-23,0,0
Seychelles,2020-03-24,0,0
Seychelles,2020-03-25,0,0
Seychelles,2020-03-26,0,0
Seychelles,2020-03-27,0,0
Singapore,2020-03-01,72,0
Singapore,2020-03-02,78,6
Singapore,2020-03-03,78,0
Singapore,2020-03-04,78,0
Singapore,2020-03-05,78,0
Singapore,2020-03-06,78,0
Singapore,2020-03-07,78,0
Singapore,2020-03-08,78,0
Singapore,2020-03-09,78,0
Singapore,2020-03-10,78,0
Singapore,2020-03-11,96,18
Singapore,2020-03-12,96,0
Singapore,2020-03-13,97,1
Singapore,2020-03-14,105,8
Singapore,2020-03-15,105,0
Singapore,2020-03-16,109,4
Singapore,2020-03-17,114,5
Singapore,2020-03-18,114,0
Singapore,2020-03-19,114,0
Singapore,2020-03-20,124,10
Singapore,2020-03-21,140,16
Singapore,2020-03-22,144,4
Singapore,2020-03-23,144,0
Singapore,2020-03-24,156,12
Singapore,2020-03-25,160,4
Singapore,2020-03-26,172,12
Singapore,2020-03-27,183,11
Slovakia,2020-03-01,0,0
Slovakia,2020-03-02,0,0
Slovakia,2020-03-03,0,0
Slovakia,2020-03-04,0,0
Slovakia,2020-03-05,0,0
Slovakia,2020-03-06,0,0
Slovakia,2020-03-07,0,0
Slovakia,2020-03-08,0,0
Slovakia,2020-03-09,0,0
Slovakia,2020-03-10,0,0
Slovakia,2020-03-11,0,0
Slovakia,2020-03-12,0,0
Slovakia,2020-03-13,0,0
Slovakia,2020-03-14,0,0
Slovakia,2020-03-15,0,0
Slovakia,2020-03-16,0,0
Slovakia,2020-03-17,0,0
Slovakia,2020-03-18,0,0
Slovakia,2020-03-19,0,0
Slovakia,2020-03-20,0,0
Slovakia,2020-03-21,0,0
Slovakia,2020-03-22,7,7
Slovakia,2020-03-23,7,0
Slovakia,2020-03-24,7,0
Slovakia,2020-03-25,7,0
Slovakia,2020-03-26,2,-5
Slovakia,2020-03-27,2,0
Slovenia,2020-03-01,0,0
Slovenia,2020-03-02,0,0
Slovenia,2020-03-03,0,0
Slovenia,2020-03-04,0,0
Slovenia,2020-03-05,0,0
Slovenia,2020-03-06,0,0
Slovenia,2020-03-07,0,0
Slovenia,2020-03-08,0,0
Slovenia,2020-03-09,0,0
Slovenia,2020-03-10,0,0
Slovenia,2020-03-11,0,0
Slovenia,2020-03-12,0,0
Slovenia,2020-03-13,0,0
Slovenia,2020-03-14,0,0
Slovenia,2020-03-15,0,0
Slovenia,2020-03-16,0,0
Slovenia,2020-03-17,0,0
Slovenia,2020-03-18,0,0
Slovenia,2020-03-19,0,0
Slovenia,2020-03-20,0,0
Slovenia,2020-03-21,0,0
Slovenia,2020-03-22,0,0
Slovenia,2020-03-23,0,0
Slovenia,2020-03-24,0,0
Slovenia,2020-03-25,10,10
Slovenia,2020-03-26,10,0
Slovenia,2020-03-27,10,0
Somalia,2020-03-01,0,0
Somalia,2020-03-02,0,0
Somalia,2020-03-03,0,0
Somalia,2020-03-04,0,0
Somalia,2020-03-05,0,0
Somalia,2020-03-06,0,0
Somalia,2020-03-07,0,0
Somalia,2020-03-08,0,0
Somalia,2020-03-09,0,0
Somalia,2020-03-10,0,0
Somalia,2020-03-11,0,0
Somalia,2020-03-12,0,0
Somalia,2020-03-13,0,0
Somalia,2020-03-14,0,0
Somalia,2020-03-15,0,0
Somalia,2020-03-16,0,0
Somalia,2020-03-17,0,0
Somalia,2020-03-18,0,0
Somalia,2020-03-19,0,0
Somalia,2020-03-20,0,0
Somalia,2020-03-21,0,0
Somalia,2020-03-22,0,0
Somalia,2020-03-23,0,0
Somalia,2020-03-24,0,0
Somalia,2020-03-25,0,0
Somalia,2020-03-26,0,0
Somalia,2020-03-27,0,0
South Africa,2020-03-01,0,0
South Africa,2020-03-02,0,0
South Africa,2020-03-03,0,0
South Africa,2020-03-04,0,0
South Africa,2020-03-05,0,0
South Africa,2020-03-06,0,0
South Africa,2020-03-07,0,0
South Africa,2020-03-08,0,0
South Africa,2020-03-09,0,0
South Africa,2020-03-10,0,0
South Africa,2020-03-11,0,0
South Africa,2020-03-12,0,0
South Africa,2020-03-13,0,0
South Africa,2020-03-14,0,0
South Africa,2020-03-15,0,0
South Africa,2020-03-16,0,0
South Africa,2020-03-17,0,0
South Africa,2020-03-18,0,0
South Africa,2020-03-19,0,0
South Africa,2020-03-20,0,0
South Africa,2020-03-21,0,0
South Africa,2020-03-22,0,0
South Africa,2020-03-23,0,0
South Africa,2020-03-24,4,4
South Africa,2020-03-25,12,8
South Africa,2020-03-26,12,0
South Africa,2020-03-27,31,19
Spain,2020-03-01,2,0
Spain,2020-03-02,2,0
Spain,2020-03-03,2,0
Spain,2020-03-04,2,0
Spain,2020-03-05,2,0
Spain,2020-03-06,2,0
Spain,2020-03-07,30,28
Spain,2020-03-08,30,0
Spain,2020-03-09,32,2
Spain,2020-03-10,32,0
Spain,2020-03-11,183,151
Spain,2020-03-12,183,0
Spain,2020-03-13,193,10
Spain,2020-03-14,517,324
Spain,2020-03-15,517,0
Spain,2020-03-16,530,13
Spain,2020-03-17,1028,498
Spain,2020-03-18,1081,53
Spain,2020-03-19,1107,26
Spain,2020-03-20,1588,481
Spain,2020-03-21,2125,537
Spain,2020-03-22,2575,450
Spain,2020-03-23,2575,0
Spain,2020-03-24,3794,1219
Spain,2020-03-25,5367,1573
Spain,2020-03-26,7015,1648
Spain,2020-03-27,9357,2342
Sri Lanka,2020-03-01,1,0
Sri Lanka,2020-03-02,1,0
Sri Lanka,2020-03-03,1,0
Sri Lanka,2020-03-04,1,0
Sri Lanka,2020-03-05,1,0
Sri Lanka,2020-03-06,1,0
Sri Lanka,2020-03-07,1,0
Sri Lanka,2020-03-08,1,0
Sri Lanka,2020-03-09,1,0
Sri Lanka,2020-03-10,1,0
Sri Lanka,2020-03-11,1,0
Sri Lanka,2020-03-12,1,0
Sri Lanka,2020-03-13,1,0
Sri Lanka,2020-03-14,1,0
Sri Lanka,2020-03-15,1,0
Sri Lanka,2020-03-16,1,0
Sri Lanka,2020-03-17,1,0
Sri Lanka,2020-03-18,1,0
Sri Lanka,2020-03-19,3,2
Sri Lanka,2020-03-20,3,0
Sri Lanka,2020-03-21,1,-2
Sri Lanka,2020-03-22,3,2
Sri Lanka,2020-03-23,3,0
Sri Lanka,2020-03-24,2,-1
Sri Lanka,2020-03-25,3,1
Sri Lanka,2020-03-26,7,4
Sri Lanka,2020-03-27,7,0
Sudan,2020-03-01,0,0
Sudan,2020-03-02,0,0
Sudan,2020-03-03,0,0
Sudan,2020-03-04,0,0
Sudan,2020-03-05,0,0
Sudan,2020-03-06,0,0
Sudan,2020-03-07,0,0
Sudan,2020-03-08,0,0
Sudan,2020-03-09,0,0
Sudan,2020-03-10,0,0
Sudan,2020-03-11,0,0
Sudan,2020-03-12,0,0
Sudan,2020-03-13,0,0
Sudan,2020-03-14,0,0
Sudan,2020-03-15,0,0
Sudan,2020-03-16,0,0
Sudan,2020-03-17,0,0
Sudan,2020-03-18,0,0
Sudan,2020-03-19,0,0
Sudan,2020-03-20,0,0
Sudan,2020-03-21,0,0
Sudan,2020-03-22,0,0
Sudan,2020-03-23,0,0
Sudan,2020-03-24,0,0
Sudan,2020-03-25,0,0
Sudan,2020-03-26,0,0
Sudan,2020-03-27,0,0
Suriname,2020-03-01,0,0
Suriname,2020-03-02,0,0
Suriname,2020-03-03,0,0
Suriname,2020-03-04,0,0
Suriname,2020-03-05,0,0
Suriname,2020-03-06,0,0
Suriname,2020-03-07,0,0
Suriname,2020-03-08,0,0
Suriname,2020-03-09,0,0
Suriname,2020-03-10,0,0
Suriname,2020-03-11,0,0
Suriname,2020-03-12,0,0
Suriname,2020-03-13,0,0
Suriname,2020-03-14,0,0
Suriname,2020-03-15,0,0
Suriname,2020-03-16,0,0
Suriname,2020-03-17,0,0
Suriname,2020-03-18,0,0
Suriname,2020-03-19,0,0
Suriname,2020-03-20,0,0
Suriname,2020-03-21,0,0
Suriname,2020-03-22,0,0
Suriname,2020-03-23,0,0
Suriname,2020-03-24,0,0
Suriname,2020-03-25,0,0
Suriname,2020-03-26,0,0
Suriname,2020-03-27,0,0
Sweden,2020-03-01,0,0
Sweden,2020-03-02,0,0
Sweden,2020-03-03,0,0
Sweden,2020-03-04,0,0
Sweden,2020-03-05,0,0
Sweden,2020-03-06,0,0
Sweden,2020-03-07,0,0
Sweden,2020-03-08,0,0
Sweden,2020-03-09,1,1
Sweden,2020-03-10,1,0
Sweden,2020-03-11,1,0
Sweden,2020-03-12,1,0
Sweden,2020-03-13,1,0
Sweden,2020-03-14,1,0
Sweden,2020-03-15,1,0
Sweden,2020-03-16,1,0
Sweden,2020-03-17,1,0
Sweden,2020-03-18,1,0
Sweden,2020-03-19,16,15
Sweden,2020-03-20,16,0
Sweden,2020-03-21,16,0
Sweden,2020-03-22,16,0
Sweden,2020-03-23,16,0
Sweden,2020-03-24,16,0
Sweden,2020-03-25,16,0
Sweden,2020-03-26,16,0
Sweden,2020-03-27,16,0
Switzerland,2020-03-01,0,0
Switzerland,2020-03-02,0,0
